Il,Ilce,AKP,CHP,HDP,MHP,IYI
Amasya,Göynücek,52.89564616447823,20.497581202487908,2.2252937111264686,12.467173462335868,9.232895646164478
Amasya,Gümüşhacıköy,35.60597223842296,45.24670477079202,3.57517788405459,6.689606905400677,6.3455033243905286
Amasya,Hamamözü,49.679029957203994,22.574893009985736,0.9985734664764622,15.87018544935806,7.596291012838802
Amasya,Merzifon,39.23818452320297,32.01744553365806,2.2357185073470967,11.940815619459107,11.930625471294352
Amasya,Suluova,58.775250516939714,11.773500874821059,1.1197709559408302,14.375695880388102,10.838237633211389
Amasya,Taşova,54.421957305239815,19.34664079105443,0.8640606228629517,10.830791978560207,11.417613898900287
Ankara,Bala,44.637351938990754,11.487911731299691,8.348207042024988,23.0894045107902,9.256855427551518
Ankara,Çankaya,17.61870036595073,47.14590136851889,10.72270680054267,6.726451412656589,14.859635450997144
Ankara,Elmadağ,36.934050031010955,28.330232237612844,4.913513886017504,13.7688649989663,11.732478809179243
Ankara,Evren,49.44059669685669,15.396909962706447,0.6925945657964837,17.208311134789557,14.22482685135855
Ankara,Gölbaşı,38.926045510455104,19.58410209102091,6.467814678146781,18.247744977449774,12.65759532595326
Ankara,Haymana,57.579498030917534,9.663198730382648,13.519073649562099,10.68006818315406,5.219538000352672
Ankara,Mamak,39.92524328478903,29.088273510436146,6.425171932934264,12.93446394728475,8.852386782131493
Ankara,Polatlı,43.92204301075269,15.541666666666666,6.364247311827957,16.237903225806452,14.922043010752688
Ankara,Şereflikoçhisar,45.18621927506606,17.390437253826594,5.020691030562896,14.887570424290772,14.259360821658275
Ankara,Akyurt,61.48911353032659,7.246306376360809,1.9051321928460343,18.818040435458787,7.260886469673406
Ankara,Altındağ,52.993725216395,17.981148795617496,4.218247894232749,12.87494293616907,8.627603677148509
Ankara,Çamlıdere,63.61764201132658,7.053372232709799,0.1887763857902866,21.211601166981293,5.423030719066415
Ankara,Çubuk,60.09538108275192,9.52751037710854,1.7433542347434425,18.1877594277135,7.206570696811799
Ankara,Güdül,55.97729115977291,12.360097323600973,0.37307380373073806,15.279805352798054,12.230332522303325
Ankara,Kahramankazan,53.989650150289734,9.454308822162313,2.53478355179573,19.03566669765424,11.852747048433578
Ankara,Kalecik,53.70745999549245,15.979265269326122,1.025467658327699,15.179175118323192,10.851926977687627
Ankara,Keçiören,45.1565354699508,20.588189712620817,4.512071854266433,14.481403610277392,11.886226152900397
Ankara,Kızılcahamam,55.65913577538934,9.294801491555166,0.6909409958324194,18.211230533011626,11.959859618337354
Ankara,Pursaklar,61.64408620591094,7.744812210598525,1.7824272566169326,16.49345452466701,8.83667752815412
Ankara,Ayaş,41.828223624887286,30.6131650135257,3.133453561767358,12.263300270513977,9.614517583408476
Ankara,Beypazarı,46.3491666406079,10.997842334031708,1.7918008693204917,21.30773319991244,16.3794990462491
Ankara,Etimesgut,35.02789588535691,26.612168455152865,6.017299948257632,13.478324447144047,15.47940428786754
Ankara,Nallıhan,45.55236728837877,18.75896700143472,0.6507481041196966,15.346382455421193,16.637630662020907
Ankara,Sincan,52.08389009390868,13.191030509443696,3.8349668429655503,17.01822860019515,10.582594266039365
Ankara,Yenimahalle,34.19535561610264,30.49460878283351,6.721267342174032,11.39326875322011,13.858189869246157
Antalya,Akseki,47.31977818853974,27.21151307103248,0.9110113546342752,8.370742012146819,12.595722207552152
Antalya,Aksu,38.5216842309747,19.501238405128454,6.801515225098344,11.424894371327278,21.261716283813318
Antalya,Alanya,37.70315836143229,20.7358620448261,4.699039774119404,13.17481244676755,20.773197680523634
Antalya,Demre,40.53071820017306,23.07470435535045,1.54600519180848,7.464666858955869,22.99394289010672
Antalya,Döşemealtı,39.38821651815401,24.966085915680278,6.729618300305892,10.37637983774438,15.77337411889879
Antalya,Elmalı,41.945859019029754,24.32132327602711,2.1824865030439944,8.396829651185051,20.109507217521156
Antalya,Finike,37.25955289836236,27.446711723420847,3.2720301533662592,10.355471796204835,19.083051728619704
Antalya,Gazipaşa,33.354801116324715,34.15217591314748,2.165179255987978,8.918330419848498,18.4377587634557
Antalya,Gündoğmuş,45.35442531037245,20.184221065278333,1.2815378454144974,8.109731678013617,20.764917901481777
Antalya,İbradı,41.254462009178994,36.91993880673126,0.8669046404895462,4.79347271800102,13.513513513513514
Antalya,Kaş,35.91040069591693,30.557820910128854,3.680748110694286,7.307127711629424,19.722176915130756
Antalya,Kemer,32.15322112594312,31.440179089627726,7.690075449796866,10.164994610728796,16.126357681784263
Antalya,Kepez,37.932251920759754,23.08409883005325,12.14580931034036,10.799010144720988,13.285308941088063
Antalya,Konyaaltı,21.72277954732633,44.09748062592405,9.112017384574168,6.810942755931295,15.85052441480864
Antalya,Korkuteli,46.84517203107658,21.62597114317425,1.9672586015538291,8.940066592674805,15.715871254162042
Antalya,Kumluca,38.73058164739884,27.23085260115607,4.373645231213873,10.33688583815029,16.855581647398843
Antalya,Manavgat,33.51921706071047,28.49144588333135,4.306017583462041,13.714803374123797,17.440893429963168
Antalya,Muratpaşa,25.802754937054,40.66644054624547,8.05636325916364,7.222571647792198,15.871677758641697
Antalya,Serik,33.65143077393373,23.953003096798202,2.5186405986257125,10.571645024521857,26.955435346030647
Artvin,Ardanuç,32.325819672131146,44.42879098360656,3.7653688524590163,4.789959016393443,11.757172131147541
Artvin,Arhavi,46.839663670629164,29.602783415482747,2.1165555233400988,8.48071904899971,8.915627718179183
Artvin,Merkez,32.907775268470296,33.373277411623725,3.069548785546389,12.752915149559847,14.651795179057013
Artvin,Borçka,44.70514516465919,25.405555942351878,2.26275847664137,15.198774629255727,8.361762862911648
Artvin,Hopa,29.890316147574637,38.84685318787026,11.273388468531879,7.941814769194674,9.026922400140771
Artvin,Kemalpaşa,25.607100988109195,43.795009211187406,14.62066655501591,6.883269134148384,7.620164126611958
Artvin,Murgul,34.50900786602385,33.01192590713017,2.283684344075108,14.996193859426542,12.331895458005583
Artvin,Şavşat,35.420698196454836,39.63155042959981,3.9399334313801377,5.697035374254973,10.751606161467606
Artvin,Yusufeli,62.24129577074825,13.864470132207378,0.726794490205579,11.64947740015228,8.326988302069633
Aydın,Bozdoğan,38.37842664523618,28.757031877846238,1.2902937762300206,7.206000535762121,20.649165104027144
Aydın,Buharkent,37.34109540216229,29.38101461328264,4.288939051918736,7.306641321135797,18.533919448734704
Aydın,Çine,38.622917083488154,35.2702432332009,2.0693400405865034,6.276617029182268,14.925543773401548
Aydın,Didim,20.997116813810642,42.94693862932254,17.632205726974803,5.809351551727225,10.76270124102362
Aydın,Efeler,30.470841625998528,32.53850977398511,9.828512227705227,8.584748766324054,16.2763434117615
Aydın,Germencik,26.55409232512036,30.18620787312376,18.928773718493346,9.855564995751912,12.354856981025206
Aydın,İncirliova,36.6281571717038,31.126485484458275,7.272667085967758,10.24198086662915,12.529378661988149
Aydın,Karacasu,36.524193548387096,34.266129032258064,0.9435483870967742,8.443548387096774,16.18548387096774
Aydın,Karpuzlu,48.324379636735735,24.123816832949604,0.7930416986441545,11.447940649782552,12.560757226912253
Aydın,Koçarlı,46.86140459912989,30.515848353014295,2.628962088253574,7.308887507768801,10.702299564947172
Aydın,Köşk,52.16642595267192,13.742917453616265,6.9381179868903455,12.220864348405733,12.365292745250528
Aydın,Kuşadası,20.586757897880776,48.10681654651842,9.812785946048685,6.3956882390475025,13.250247763341886
Aydın,Kuyucak,40.234877734877735,34.96889746889747,1.1583011583011582,5.77005577005577,15.052552552552553
Aydın,Nazilli,33.63733258255239,30.045650162892652,7.283915858906809,8.710734826851144,17.65072597836142
Aydın,Söke,27.282371052665624,35.87627265553241,13.170933647265812,7.341621495750268,14.299020685907967
Aydın,Sultanhisar,34.16593631317558,31.083844580777097,7.3692667250949455,8.03388840198656,17.229038854805726
Aydın,Yenipazar,42.55342831700801,30.16473731077471,1.402493321460374,6.478183437221728,17.174977738201246
Balıkesir,Altıeylül,45.56956570453429,24.36932782886742,2.4839046084101115,8.845354960483336,15.962663862721607
Balıkesir,Ayvalık,21.682290052680507,47.01348001239541,8.680663154632786,6.935621320111559,13.791834521227146
Balıkesir,Balya,41.630131526504584,30.569948186528496,2.2020725388601035,8.668792347548825,13.561179752889597
Balıkesir,Bandırma,33.211757979614774,35.87228673382884,4.769039686138438,6.815448613055222,16.562506160913195
Balıkesir,Bigadiç,50.58588508900086,20.734070783267242,2.8176153135156086,8.056292674200185,14.597930767166583
Balıkesir,Burhaniye,30.30689630732157,40.82028019939991,7.862593616367803,6.1095754482954145,12.807427882911616
Balıkesir,Dursunbey,69.49358171571697,6.692235441452723,0.40701314965560426,9.333907326236695,9.318252974326862
Balıkesir,Edremit,28.986911807600748,41.41834228775205,8.043922129489363,5.9230892274108715,13.123947346136113
Balıkesir,Erdek,29.548337985282924,50.177619893428066,3.1548676308889454,3.6877273111731372,11.173137105641546
Balıkesir,Gömeç,28.373872106708514,43.49744998038447,8.052177324440958,4.688112985484504,13.534719497842291
Balıkesir,Gönen,43.00987311431126,29.023912340441722,2.115395590389408,6.671485913215515,16.592158578575912
Balıkesir,Havran,56.23063963915005,18.085973588391933,0.6684419325036682,7.380033693820988,14.43943263953046
Balıkesir,İvrindi,56.679891417832536,18.72624765086657,0.7391939862184173,7.091250783044477,13.664648152015035
Balıkesir,Karesi,45.736356840269124,22.76019602957056,1.8988288063792673,9.307251432843259,17.211562422128083
Balıkesir,Kepsut,60.272292407702686,12.001717159327855,1.9992640745737764,7.573899178216608,13.743407334723415
Balıkesir,Manyas,35.539994224660695,34.87583020502454,1.4366156511695063,9.673693329483108,15.52844354605833
Balıkesir,Marmara,37.06061044409084,38.13105742803414,5.786199913207001,6.292492405612614,10.501952842470708
Balıkesir,Savaştepe,51.610616681105775,20.107111916200676,1.1656296763014886,7.308813105457983,17.271796487359218
Balıkesir,Sındırgı,49.11157105478971,27.629163900495957,0.7458897957589722,6.170187839262701,12.840238997149218
Balıkesir,Susurluk,39.16107013101398,31.23784359059048,1.4569341994201621,7.424125655987376,17.941942823589855
Bilecik,Merkez,39.383983572895275,29.21058635637691,2.817704768423454,10.30572667122975,15.553274013232945
Bilecik,Bozüyük,39.64305248870612,30.022486477726233,4.290663047221603,8.86291351822215,14.490610376192695
Bilecik,Gölpazarı,48.08119721440213,31.76766928433842,0.8890205956437991,6.163876129797007,10.208919839976293
Bilecik,İnhisar,49.40119760479042,31.91616766467066,1.4970059880239521,6.526946107784431,7.005988023952096
Bilecik,Osmaneli,47.64863719813586,25.321282304759215,0.8967659935037424,7.484818528456433,15.24502188956362
Bilecik,Pazaryeri,49.867743282750936,21.94069330363358,2.561603786718641,8.353055826256439,14.450786579423639
Bilecik,Söğüt,48.512451947183685,22.923282634130036,2.356677252214608,9.86127360855758,12.819655691124854
Bilecik,Yenipazar,46.87909209951986,26.27673505019642,0.39284155390659103,17.8524661719773,6.50371017023134
Bingöl,Adaklı,59.72135579122479,3.3894780619671447,25.16115616552298,4.5747556664587234,4.200457475566646
Bingöl,Merkez,56.59878306221284,1.2976530485533342,26.633552713274558,5.4873960014901275,4.064323854464175
Bingöl,Genç,61.97392308961875,0.6546734884744457,13.968201573416955,9.869615448093745,7.025361720856027
Bingöl,Karlıova,26.561030316185516,1.360248896606613,56.27668041386296,2.1995514072787787,1.4181318283771074
Bingöl,Kiğı,36.666666666666664,12.592592592592593,34.51178451178451,7.811447811447811,5.892255892255892
Bingöl,Solhan,69.7560975609756,0.7934175727299442,14.640023508668822,5.324713488098737,2.679988245665589
Bingöl,Yayladere,18.380566801619434,14.817813765182187,55.22267206477733,7.206477732793522,2.591093117408907
Bingöl,Yedisu,25.780409041980626,15.931108719052745,47.20129171151776,5.974165769644779,2.6910656620021527
Bitlis,Adilcevaz,32.790633227102674,3.470971317722045,47.27726202023001,11.057225994180408,3.082998475820978
Bitlis,Ahlat,34.83765570757607,2.6189503777823155,48.95344088217276,8.040637124770267,3.7778231570349194
Bitlis,Merkez,49.91606897604151,3.244315580650084,34.61620631771708,3.0245688997405766,4.88020753853197
Bitlis,Güroymak,37.82060501462198,1.2560525432666954,54.29790498106333,2.2340476532911455,1.7977851287214153
Bitlis,Hizan,51.21163166397415,1.7278921121022688,41.75036875746295,1.7770597738287561,1.257287349863033
Bitlis,Mutki,73.93425238600211,1.4775539059738423,14.4079179922234,2.1491693177801343,5.811240721102863
Bitlis,Tatvan,38.94688434122787,1.8142101632559209,50.69441250862267,2.4304437801793517,2.257990342607496
Bolu,Merkez,45.25519665082231,24.62568728591904,2.279481428097139,14.831609888819608,9.590017247941178
Bolu,Dörtdivan,68.36065573770492,4.057377049180328,0.12295081967213115,19.897540983606557,4.672131147540983
Bolu,Gerede,65.9097829396668,4.367306102918787,0.2740441080516769,22.27152116229501,3.458175649223542
Bolu,Göynük,66.70758190916816,9.498630913039372,0.36823718251345483,12.52950618449627,7.430837503540742
Bolu,Kıbrıscık,48.65358283888635,32.40529438612506,1.0497489730716567,5.203103605659516,9.036969420356002
Bolu,Mengen,53.37084616201295,26.573946278798175,0.7537955196942351,6.985879605053615,8.610255865803163
Bolu,Mudurnu,54.295195716117355,18.824949091183345,0.7315785504185836,12.01448073007014,10.988762350101817
Bolu,Seben,54.66307277628032,18.840970350404312,0.5390835579514824,9.056603773584905,13.800539083557952
Bolu,Yeniçağa,67.30120959746183,9.9147332936744,0.1189767995240928,13.186595280586952,4.184017449930597
Burdur,Ağlasun,58.044444444444444,12.88888888888889,0.37333333333333335,10.63111111111111,14.577777777777778
Burdur,Altınyayla,66.6304347826087,7.391304347826087,0.4891304347826087,8.097826086956522,13.940217391304348
Burdur,Bucak,48.73502940968039,12.36860132756951,1.0228426995488153,14.40011338671958,20.36945172796636
